SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
LEVOTIROXINA SÓDICA;33.069.212/0001-84;MERCK S/A;525420605115111;1008903920191;7891721020193;    -     ;    -     ;LEVOTIROXINA SÓDICA;175 MCG COM CT BL AL AL X 30 ;H3A - PREPARAÇÕES PARA TIREOIDE;Genérico;Regulado;10,63;10,63;12,08;12,81;12,81;12,88;12,88;12,96;12,96;13,29;14,70;16,70;17,71;17,71;17,81;17,81;17,92;17,92;18,37;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOTIROXINA SÓDICA;33.069.212/0001-84;MERCK S/A;525420606111111;1008903920221;7891721020247;    -     ;    -     ;LEVOTIROXINA SÓDICA;200 MCG COM CT BL AL AL  X 30 ;H3A - PREPARAÇÕES PARA TIREOIDE;Genérico;Regulado;18,38;18,38;20,89;22,14;22,14;22,28;22,28;22,41;22,41;22,98;25,41;28,88;30,61;30,61;30,80;30,80;30,98;30,98;31,77;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOTIROXINA SÓDICA;33.069.212/0001-84;MERCK S/A;525420609110114;1008903920663;7891721019944;    -     ;    -     ;LEVOTIROXINA SÓDICA;88 MCG COM CT BL AL AL X 30;H3A - PREPARAÇÕES PARA TIREOIDE;Genérico;Regulado;8,22;8,22;9,34;9,90;9,90;9,96;9,96;10,02;10,02;10,28;11,36;12,91;13,69;13,69;13,77;13,77;13,85;13,85;14,21;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
LEVOTIROXINA SÓDICA;33.069.212/0001-84;MERCK S/A;525420608114116;1008903920711;7891721020049;    -     ;    -     ;LEVOTIROXINA SÓDICA;112 MCG COM CT BL AL AL X 30;H3A - PREPARAÇÕES PARA TIREOIDE;Genérico;Regulado;10,48;10,48;11,91;12,63;12,63;12,70;12,70;12,78;12,78;13,10;14,49;16,46;17,46;17,46;17,56;17,56;17,67;17,67;18,11;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE SERTRALINA;33.069.212/0001-84;MERCK S/A;525419302112112;1008903930014;7891721200472;    -     ;    -     ;CLORIDRATO DE SERTRALINA;50 MG COM REV CT BL AL PLAS TRANS X 30 ;N6A4 - ANTIDEPRESSIVOS SSRI;Genérico;Regulado;46,82;46,82;53,20;56,41;56,41;56,75;56,75;57,10;57,10;58,53;64,73;73,55;77,98;77,98;78,45;78,45;78,94;78,94;80,91;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
HEMIFUMARATO DE QUETIAPINA;33.069.212/0001-84;MERCK S/A;525417080048306;1008903940011;7891721030031;    -     ;    -     ;HEMIFUMARATO DE QUETIAPINA;25 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 15;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Genérico;Regulado;30,25;30,25;34,38;36,45;36,45;36,67;36,67;36,89;36,89;37,81;41,82;47,53;50,39;50,39;50,69;50,69;51,00;51,00;52,27;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
HEMIFUMARATO DE QUETIAPINA;33.069.212/0001-84;MERCK S/A;525417080048406;1008903940028;7891721030048;    -     ;    -     ;HEMIFUMARATO DE QUETIAPINA;100 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30;N5A1 - ANTIPSICÓTICOS ATÍPICOS;Genérico;Regulado;201,34;201,34;228,80;242,58;242,58;244,05;244,05;245,54;245,54;251,68;278,34;316,30;335,35;335,35;337,38;337,38;339,44;339,44;347,93;Não;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha (*)
LEVOFLOXACINO HEMIIDRATADO;33.069.212/0001-84;MERCK S/A;525417090048506;1008903960029;7891721030062;    -     ;    -     ;LEVOFLOXACINO;500 MG COM REV CT BL AL PVC PVDC X 7;J1G1 - FLUORQUINOLONAS ORAIS;Genérico;Regulado;48,15;48,15;54,72;58,01;58,01;58,36;58,36;58,72;58,72;60,19;66,56;75,65;80,20;80,20;80,68;80,68;81,18;81,18;83,21;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
BISSULFATO DE CLOPIDOGREL;33.069.212/0001-84;MERCK S/A;525417110049217;1008903970016;7891721201424;    -     ;    -     ;CUORE;75 MG COM REV CT BL AL AL X 14 ;B1C2 - INIBIDORES DA AGRAGAÇÃO PLAQUETÁRIA, ANTAGONISTAS DOS RECEPTORES DA ADENOSINA DIFOSFATO;Similar;Regulado;72,32;72,32;82,18;87,13;87,13;87,66;87,66;88,20;88,20;90,40;99,98;113,61;120,45;120,45;121,18;121,18;121,93;121,93;124,97;Não;Sim;Sim;Não;;Positiva;Não;Tarja  Vermelha
BISSULFATO DE CLOPIDOGREL;33.069.212/0001-84;MERCK S/A;525417110049117;1008903970024;7891721201431;    -     ;    -     ;CUORE;75 MG COM REV CT BL AL AL X 28;B1C2 - INIBIDORES DA AGRAGAÇÃO PLAQUETÁRIA, ANTAGONISTAS DOS RECEPTORES DA ADENOSINA DIFOSFATO;Similar;Regulado;144,65;144,65;164,38;174,28;174,28;175,33;175,33;176,40;176,40;180,81;199,97;227,25;240,93;240,93;242,38;242,38;243,86;243,86;249,96;Não;Sim;Sim;Não;;Positiva;Sim;Tarja  Vermelha
"HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA";33.069.212/0001-84;MERCK S/A;525418030049317;1008903980021;7891721201493;    -     ;    -     ;CANDESSA HCT;8 MG + 12,5 MG COM CT BL AL PLAS OPC X 30;C9D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURÉTICOS;Similar;Regulado;96,15;96,15;109,26;115,84;115,84;116,55;116,55;117,26;117,26;120,19;132,92;151,05;160,14;160,14;161,12;161,12;162,11;162,11;166,16;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA";33.069.212/0001-84;MERCK S/A;525418030049517;1008903980062;7891721201516;    -     ;    -     ;CANDESSA HCT;16 MG + 12,5 MG COM CT BL AL PLAS OPC X 20 ;C9D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURÉTICOS;Similar;Regulado;66,63;66,63;75,72;80,28;80,28;80,76;80,76;81,26;81,26;83,29;92,11;104,68;110,98;110,98;111,65;111,65;112,34;112,34;115,14;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
"HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA";33.069.212/0001-84;MERCK S/A;525418030049417;1008903980070;7891721201509;    -     ;    -     ;CANDESSA HCT;16 MG + 12,5 MG COM CT BL AL PLAS OPC X 30;C9D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURÉTICOS;Similar;Regulado;99,93;99,93;113,56;120,40;120,40;121,13;121,13;121,87;121,87;124,91;138,15;156,99;166,45;166,45;167,46;167,46;168,48;168,48;172,68;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CANDESARTANA CILEXETILA;33.069.212/0001-84;MERCK S/A;525418030049617;1008903990025;7891721201455;    -     ;    -     ;CANDESSA;8 MG COM CT BL AL PLAS OPC X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;85,40;85,40;97,05;102,89;102,89;103,52;103,52;104,15;104,15;106,75;118,06;134,17;142,24;142,24;143,11;143,11;143,98;143,98;147,58;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CANDESARTANA CILEXETILA;33.069.212/0001-84;MERCK S/A;525418030049717;1008903990068;7891721201479;    -     ;    -     ;CANDESSA;16 MG COM CT BL AL PLAS OPC X 20;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;60,84;60,84;69,14;73,30;73,30;73,75;73,75;74,20;74,20;76,05;84,11;95,58;101,33;101,33;101,96;101,96;102,58;102,58;105,13;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
CANDESARTANA CILEXETILA;33.069.212/0001-84;MERCK S/A;525418030049817;1008903990076;7891721201462;    -     ;    -     ;CANDESSA;16 MG COM CT BL AL PLAS OPC X 30;C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS;Similar;Regulado;91,27;91,27;103,72;109,96;109,96;110,63;110,63;111,30;111,30;114,09;126,18;143,39;152,01;152,01;152,94;152,94;153,87;153,87;157,72;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
HEMITARTARATO DE ZOLPIDEM;33.069.212/0001-84;MERCK S/A;525420010051307;1008904020011;7891721201639;    -     ;    -     ;HEMITARTARATO DE ZOLPIDEM;10 MG COM REV CT STR AL X 20;N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS;Genérico;Regulado;33,56;33,56;38,14;40,43;40,43;40,68;40,68;40,93;40,93;41,95;46,39;52,73;55,89;55,89;56,24;56,24;56,58;56,58;57,99;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
AVELUMABE;33.069.212/0001-84;MERCK S/A;525418100050401;1008904030017;7891721029929;    -     ;    -     ;BAVENCIO;20 MG/ML SOL DIL INF IV CT FA VD TRANS X 10 ML;L1G5 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, PD-1/PD-L1;Biológico;Regulado;4563,33;5110,93;5906,13;6315,72;5497,99;6359,83;5531,31;6404,56;5565,04;6589,99;;;;;;;;;;Sim;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"GLICLAZIDA;CLORIDRATO DE METFORMINA";33.069.212/0001-84;MERCK S/A;525418100050005;1008904040012;7891721029950;    -     ;    -     ;GLIVANCE XR;500 MG + 30 MG COM LIB PROL CT BL AL PLAS PVDC TRANS X 30;A10J2 - ASSOCIAÇÕES DE ANTIDIABÉTICOS SULFONILOURÉIA COM BIGUANIDAS;Novo;Regulado;24,96;27,95;32,30;34,54;30,07;34,78;30,25;35,02;30,43;36,04;37,49;43,15;46,04;41,57;46,35;41,82;46,66;42,07;47,97;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"GLICLAZIDA;CLORIDRATO DE METFORMINA";33.069.212/0001-84;MERCK S/A;525418100050105;1008904040020;7891721201660;    -     ;    -     ;GLIVANCE XR;500 MG + 30 MG COM LIB PROL CT BL AL PLAS PVDC TRANS X 60;A10J2 - ASSOCIAÇÕES DE ANTIDIABÉTICOS SULFONILOURÉIA COM BIGUANIDAS;Novo;Regulado;49,91;55,90;64,60;69,08;60,13;69,56;60,50;70,05;60,87;72,08;74,99;86,29;92,08;83,13;92,70;83,64;93,33;84,15;95,94;Não;Não;Não;Não;;Negativa;Sim;Tarja Vermelha(*)
"GLICLAZIDA;CLORIDRATO DE METFORMINA";33.069.212/0001-84;MERCK S/A;525418100050205;1008904040039;7891721029813;    -     ;    -     ;GLIVANCE XR;750 MG + 30 MG COM LIB PROL CT BL AL PLAS PVDC TRANS X 30;A10J2 - ASSOCIAÇÕES DE ANTIDIABÉTICOS SULFONILOURÉIA COM BIGUANIDAS;Novo;Regulado;24,96;27,95;32,30;34,54;30,07;34,78;30,25;35,02;30,43;36,04;37,49;43,15;46,04;41,57;46,35;41,82;46,66;42,07;47,97;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"GLICLAZIDA;CLORIDRATO DE METFORMINA";33.069.212/0001-84;MERCK S/A;525418100050305;1008904040055;7891721029806;    -     ;    -     ;GLIVANCE XR;1000 MG + 30 MG COM LIB PROL CT BL AL PLAS PVDC TRANS X 30;A10J2 - ASSOCIAÇÕES DE ANTIDIABÉTICOS SULFONILOURÉIA COM BIGUANIDAS;Novo;Regulado;24,96;27,95;32,30;34,54;30,07;34,78;30,25;35,02;30,43;36,04;37,49;43,15;46,04;41,57;46,35;41,82;46,66;42,07;47,97;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
EZETIMIBA;33.069.212/0001-84;MERCK S/A;525419020051617;1008904060013;7891721201820;    -     ;    -     ;ZIMIEX;10 MG COM CT BL AL PLAS TRANS X 10;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Similar;Regulado;17,58;17,58;19,98;21,18;21,18;21,31;21,31;21,44;21,44;21,98;24,30;27,62;29,28;29,28;29,46;29,46;29,64;29,64;30,39;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
EZETIMIBA;33.069.212/0001-84;MERCK S/A;525419020051717;1008904060048;7891721201837;    -     ;    -     ;ZIMIEX;10 MG COM CT BL AL PLAS TRANS X 30;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Similar;Regulado;34,21;34,21;38,88;41,22;41,22;41,47;41,47;41,72;41,72;42,76;47,29;53,75;56,98;56,98;57,33;57,33;57,68;57,68;59,11;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
EZETIMIBA;33.069.212/0001-84;MERCK S/A;525419020051817;1008904060056;7891721201851;    -     ;    -     ;ZIMIEX;10 MG COM CT BL AL PLAS TRANS X 60;C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS;Similar;Regulado;68,43;68,43;77,76;82,45;82,45;82,95;82,95;83,45;83,45;85,54;94,60;107,50;113,98;113,98;114,67;114,67;115,36;115,36;118,25;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLADRIBINA;33.069.212/0001-84;MERCK S/A;525420020051407;1008904110010;7891721201356;    -     ;    -     ;MAVENCLAD;10 MG COM CT BL AL AL X 1;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Novo;Regulado;9317,69;9317,69;10588,29;11226,13;11226,13;11294,17;11294,17;11363,03;11363,03;11647,11;12881,16;14637,69;15519,47;15519,47;15613,53;15613,53;15708,72;15708,72;16101,45;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLADRIBINA;33.069.212/0001-84;MERCK S/A;525420020051507;1008904110029;7891721201363;    -     ;    -     ;MAVENCLAD;10 MG COM CT BL AL AL X 4;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Novo;Regulado;37270,75;37270,75;42353,14;44904,51;44904,51;45176,66;45176,66;45452,13;45452,13;46588,44;51524,63;58550,73;62077,85;62077,85;62454,08;62454,08;62834,90;62834,90;64405,79;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
CLADRIBINA;33.069.212/0001-84;MERCK S/A;525420020051607;1008904110045;7891721201387;    -     ;    -     ;MAVENCLAD;10 MG COM CT BL AL AL X 6;N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA;Novo;Regulado;55906,13;55906,13;63529,71;67356,77;67356,77;67764,99;67764,99;68178,20;68178,20;69882,66;77286,95;87826,10;93116,78;93116,78;93681,12;93681,12;94252,36;94252,36;96608,68;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;33.069.212/0001-84;MERCK S/A;525420030051907;1008904120016;7891721201936;    -     ;    -     ;ELPENZO;10 MG COM REV CT BL AL AL X 10 ;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;19,88;19,88;22,59;23,95;23,95;24,10;24,10;24,24;24,24;24,85;27,48;31,23;33,11;33,11;33,32;33,32;33,51;33,51;34,35;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;33.069.212/0001-84;MERCK S/A;525420030052007;1008904120024;7891721201943;    -     ;    -     ;ELPENZO;10 MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;29,69;29,69;33,74;35,77;35,77;35,99;35,99;36,21;36,21;37,11;41,04;46,64;49,45;49,45;49,75;49,75;50,06;50,06;51,30;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ROSUVASTATINA CÁLCICA;33.069.212/0001-84;MERCK S/A;525420030052107;1008904120059;7891721201912;    -     ;    -     ;ELPENZO;20 MG COM REV CT BL AL AL X 30;C10A1 - ESTATINAS, INIBIDORES DA REDUTASE HMG-CoA;Similar;Regulado;49,95;49,95;56,76;60,18;60,18;60,55;60,55;60,91;60,91;62,44;69,05;78,47;83,20;83,20;83,71;83,71;84,20;84,20;86,32;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"HEMIFUMARATO DE BISOPROLOL;BESILATO DE ANLODIPINO";33.069.212/0001-84;MERCK S/A;525421020052105;1008904130011;7891721029974;    -     ;    -     ;CONCOR ANLO;(5,0 + 5,0) MG COM CT BL AL AL X 30;C8B2 - ANTAGONISTAS DO CÁLCIO ASSOCIADOS A BETABLOQUEADORES;Novo;Regulado;42,93;48,08;55,56;59,41;51,72;59,83;52,03;60,25;52,35;61,99;64,50;74,22;79,19;71,50;79,73;71,93;80,27;72,37;82,51;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"HEMIFUMARATO DE BISOPROLOL;BESILATO DE ANLODIPINO";33.069.212/0001-84;MERCK S/A;525421020052205;1008904130021;7891721029981;    -     ;    -     ;CONCOR ANLO;(5,0 + 10,0) MG COM CT BL AL AL X 30;C8B2 - ANTAGONISTAS DO CÁLCIO ASSOCIADOS A BETABLOQUEADORES;Novo;Regulado;47,87;53,62;61,96;66,26;57,68;66,72;58,03;67,19;58,38;69,14;71,93;82,77;88,32;79,74;88,91;80,22;89,52;80,71;92,03;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"HEMIFUMARATO DE BISOPROLOL;BESILATO DE ANLODIPINO";33.069.212/0001-84;MERCK S/A;525421020052305;1008904130038;7891721029998;    -     ;    -     ;CONCOR ANLO;(10,0 + 5,0) MG COM CT BL AL AL X 30;C8B2 - ANTAGONISTAS DO CÁLCIO ASSOCIADOS A BETABLOQUEADORES;Novo;Regulado;47,87;53,62;61,96;66,26;57,68;66,72;58,03;67,19;58,38;69,14;71,93;82,77;88,32;79,74;88,91;80,22;89,52;80,71;92,03;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
"HEMIFUMARATO DE BISOPROLOL;BESILATO DE ANLODIPINO";33.069.212/0001-84;MERCK S/A;525421020052005;1008904130046;7891721030000;    -     ;    -     ;CONCOR ANLO;(10,0 + 10,0) MG COM CT BL AL AL X 30;C8B2 - ANTAGONISTAS DO CÁLCIO ASSOCIADOS A BETABLOQUEADORES;Novo;Regulado;52,84;59,18;68,39;73,13;63,66;73,64;64,05;74,16;64,44;76,31;79,39;91,35;97,48;88,01;98,13;88,55;98,80;89,08;101,57;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
CLORIDRATO DE TEPOTINIBE MONOIDRATADO;33.069.212/0001-84;MERCK S/A;525421090053002;1008904140017;7891721202445;    -     ;    -     ;TEPMETKO;250 MG COM REV CT BL AL PLAS PVC/PE/PVDC/PE/PVC TRANS X 60;L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE;Novo;Regulado;32367,85;36252,00;41892,38;44797,61;38997,40;45110,50;39233,76;45427,78;39472,99;46743,00;48630,77;55959,17;59711,84;53911,62;60115,11;54238,37;60523,81;54569,09;62216,49;Não;Não;Não;Não;;Negativa;Não;Tarja Vermelha(*)
PERMETRINA;92.928.951/0001-43;LABORATORIO INDUSTRIAL FARMACÊUTICO LIFAR LTDA;518200401178411;1009200250018;7896313207631;    -     ;    -     ;PIO SECTO;10 MG/ML EMU CAPI CT FR PLAS OPC X 60 ML + PENTE;P3A - ECTOPARASITICIDAS INCLUINDO ESCABICIDAS;Similar;Liberado;7,39;8,28;9,57;10,23;8,91;10,30;8,96;10,38;9,02;10,68;11,11;12,78;13,64;12,32;13,73;12,39;13,83;12,47;14,22;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre
CLORETO DE BENZETÔNIO;92.928.951/0001-43;LABORATORIO INDUSTRIAL FARMACÊUTICO LIFAR LTDA;518200501172423;1009200450017;7896313207532;    -     ;    -     ;TIMEOLATE;21 MG + 133 MG/ML SOL TOP CT FR PLAS OPC SPRAY X 30 ML;D8A1 - ANTISSEPTICOS E DESINFETANTES, EXCETO PRODUTOS PARA AS MAOS;Similar;Liberado;9,70;10,86;12,55;13,42;11,68;13,51;11,75;13,61;11,82;14,00;14,57;16,76;17,89;16,15;18,00;16,24;18,13;16,34;18,63;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre
FITOMENADIONA;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;529202701158315;1010000370064;7896226502113;    -     ;    -     ;KANAKION MM;10 MG/ML SOL INJ CX COLM 05 AMP VD AMB X 1,0 ML;B2B1 - VITAMINA K;Específico;Regulado;16,05;16,05;18,24;19,34;19,34;19,45;19,45;19,57;19,57;20,06;22,19;25,22;26,74;26,74;26,89;26,89;27,05;27,05;27,73;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
FITOMENADIONA;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;529212020024003;1010000370080;7896226506135;    -     ;    -     ;KANAKION MM;10 MG/ML SOL INJ CT 5 AMP VD AMB X 0,2 ML + 5 DOSAD PLAS;B2B1 - VITAMINA K;Específico;Regulado;11,97;11,97;13,60;14,42;14,42;14,51;14,51;14,60;14,60;14,96;16,55;18,80;19,93;19,93;20,06;20,06;20,18;20,18;20,68;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
BROMAZEPAM;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;529203001117312;1010000430215;7896226500164;    -     ;    -     ;LEXOTAN;3,0 MG COM CT BL AL PLAS TRANS X 20;N5C - TRANQUILIZANTES;Novo;Regulado;17,08;17,08;19,41;20,58;20,58;20,70;20,70;20,83;20,83;21,35;23,61;26,83;28,45;28,45;28,62;28,62;28,80;28,80;29,52;Não;Não;Não;Não;;Positiva;Não;Tarja  Preta
BROMAZEPAM;33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;529203003111311;1010000430223;7896226500171;    -     ;    -     ;LEXOTAN;6,0 MG COM CX  BL AL PLAS INC  X 20;N5C - TRANQUILIZANTES;Novo;Regulado;28,84;28,84;32,77;34,75;34,75;34,96;34,96;35,17;35,17;36,05;39,87;45,30;48,04;48,04;48,33;48,33;48,62;48,62;49,84;Não;Não;Não;Não;;Positiva;Não;Tarja  Preta
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";33.009.945/0001-23;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;529204102111318;1010000640066;7896226500515;    -     ;    -     ;PROLOPA;(200 + 50) MG COM CT FR VD AMB X 30;N4A - ANTIPARKINSONIANOS;Novo;Regulado;62,07;62,07;70,53;74,78;74,78;75,24;75,24;75,70;75,70;77,59;85,81;97,50;103,38;103,38;104,01;104,01;104,65;104,65;107,26;Não;Não;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
